Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD14	0	5.5857385789304	0.716	0.047	0
TGFBI	0	4.25931231680638	0.657	0.05	0
CD163	0	5.74183115720192	0.547	0.024	0
FTL	0	3.4913925524418	0.993	0.85	0
SAT1	7.99030278996851e-307	2.97793320155147	0.837	0.238	1.26670270129371e-302
C1QC	2.65877247382083e-284	5.75099082320945	0.462	0.034	4.21495200274816e-280
S100A9	3.88684921005389e-280	6.90007157085892	0.431	0.024	6.16182205269843e-276
LGALS9	4.37789245342672e-152	2.96296728734031	0.355	0.047	6.94027290641738e-148
HMOX1	3.93264968340331e-151	4.99974295231131	0.262	0.018	6.23442954309927e-147
LAPTM5	1.25469130943992e-145	1.29965305090536	0.942	0.649	1.9890621328551e-141
FOS	4.29060130800815e-138	1.83628766679172	0.703	0.284	6.80189025358532e-134
SIGLEC1	9.20867749133808e-136	4.89276194272262	0.211	0.009	1.45985164270183e-131
CCL2	1.30929221347835e-59	3.25083166305823	0.246	0.064	2.07562094602723e-55
MMP9	5.99263209589194e-49	4.79313311585591	0.164	0.035	9.50011966161749e-45
TIMP3	8.65766839825981e-12	-3.2577490263547	0.025	0.096	1.37250017117613e-07
SORBS2	2.47998742958155e-08	-3.73354808358813	0.004	0.043	0.000393152407211563
F5	4.68865338681963e-08	-0.611757092235989	0.324	0.413	0.000743292221412515
HCST	0.000241234895525176	-0.545153245907675	0.514	0.511	1
TMEM212	0.000797873040782642	-0.275272800613268	0.46	0.505	1
PTGDS	0.00316025375660105	0.540058528654592	0.038	0.065	1
TCL1A	0.0132325512599862	2.83148074106982	0.014	0.006	1
NT5DC2	0.0305271494944081	0.412317042742868	0.049	0.033	1
PTPRD	0.0733792047215409	-1.25189630010927	0.004	0.01	1
IGSF9B	0.143656553295453	-0.608589813157306	0.018	0.027	1
NEDD4	0.320970663266359	-0.432764210275309	0.087	0.097	1
ITGA7	0.76176427206857	-0.448933147168821	0.018	0.019	1
ACKR1	0.969580001844998	-1.3275443725553	0.112	0.108	1
